Product Name,Policy ID,Payment Schedule Name,Exposure ID,Exposure Name,Peril ID,Peril Name,Issued Date,Premium,Indemnity per Item,Indemnity per Event,Indemnity in Aggregate,Lump Sum Payment,Deductible,Coverage Start,Coverage End,Modification Name,Peril Specified_Causes_of_Loss,Peril All_owned_autos_02,Peril Owned_Private_Passenger_Autos_Only_03,Peril Owned_autos_other_than_private_passenger_autos_only_04,Peril Specifically_described_autos_07,Peril Hired_Autos_Only_08,Peril Non-owned_autos_only_09,Peril To_be_Described - 10,Peril To_be_Described - 11,Peril To_be_Described - 12,Peril Limit_Of_Auto_Liability,Peril Any_auto_including_non_owned_or_hired_01,Peril Owned_Autos_subject_to_No_Fault_05,Peril Owned_Autos_subject_to_a_compulsory_Uninsured_Motorist_Law_06,Peril Mobile_Equipment_19,Peril To_be_Described_10,Peril deducts,Peril Limit,Peril Any_auto_including_non-owned_&_hired_- 01,Peril All_owned_autos - 02,Peril Owned_Private_Passenger_Autos_Only - 03,Peril Owned_autos_other_than_private_passenger-autos_only - 04,Peril Owned Autos subject to No Fault - 05,Peril Owned_Autos_subject_to_a_compulsory_Uninsured_Motorist_Law - 06,Peril Specifically_described_autos - 07,Peril Hired_Autos_Only - 08,Peril Non-owned_autos_only - 09,Peril Mobile_Equipment - 19,Peril To be Described - 10,Peril To be Described - 11,Peril Autos_Held_for_Sale,Peril Primary_Additional_Insured,Peril Auto_Coverage_Plus,Peril BAP_Extension,Peril Blanket_Additional_Insured,Peril Broadended_PIP,Exposure Vehicle_No 1 VIN_No,Exposure Vehicle_No 1 Vehicle_Type,Exposure Vehicle_No 1 Vehicle_Make,Exposure Vehicle_No 1 Vehicle_Value,Exposure Vehicle_No 1 License_Plate_Number,Exposure Vehicle_No 1 Vehicle_Color,Exposure Vehicle_No 2 VIN_No,Exposure Vehicle_No 2 Vehicle_Type,Exposure Vehicle_No 2 Vehicle_Make,Exposure Vehicle_No 2 Vehicle_Value,Exposure Vehicle_No 2 License_Plate_Number,Exposure Vehicle_No 2 Vehicle_Color,Exposure Radius,Exposure Driver_No 1 Driver_Name,Exposure Driver_No 1 Driver_Age,Exposure Driver_No 1 Driver_License_Status,Exposure Driver_No 1 Driving_Experience,Exposure Driver_No 1 Driver_Record_History,Exposure Driver_No 2 Driver_Name,Exposure Driver_No 2 Driver_Age,Exposure Driver_No 2 Driver_License_Status,Exposure Driver_No 2 Driving_Experience,Exposure Driver_No 2 Driver_Record_History,Policy Named_Insured,Policy Address1,Policy Address2,Policy City_Town,Policy State,Policy ZIP_Code,Policy Insured Contact No,Policy Insured_Email_ID,Policy Producer Name,"Policy Producer Code ",Policy Legal_Entity,Policy Description_of_the_Business,Policy SIC_Code
Business Auto_MK,100008706,,100008632,Business Auto,100008642,No Fault,20230821,1050.00,50000.00,100000.00,100000.00,0.00,1000.00,20230820,20240820,modification.policy.create,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,< 50 Miles,8,,"8, street","8, street",,,11715,,,,,Individual,,100
Business Auto_MK,100008650,,100008678,Business Auto,100008688,No Fault,20230821,0.00,50000.00,100000.00,100000.00,0.00,1000.00,20230820,20240820,modification.policy.create,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,< 50 Miles,8,,"8, street","8, street",,,11715,,,,,Individual,,100
Business Auto_MK,100008808,,100008836,Business Auto,100008846,No Fault,20230821,2121.00,50000.00,100000.00,100000.00,0.00,1000.00,20230820,20240820,modification.policy.create,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 50 Miles,8,,"47, abc","47, abc",,,18,,,,,Individual,,100
Business Auto_MK,100015552,upFront,100015456,Business Auto,100015460,Collision,20230824,0.00,50000.00,100000.00,100000.00,0.00,1000.00,20230824,20240824,modification.policy.create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,CAR,8,8,8,Blue,,,,,,,< 50 Miles,8,8,Active,8,Very Good,,,,,,8,"47, abc","47, abc",,,18,8,shekhar.sharma@kmgin.com,,,Individual,Accounting Services,100
Business Auto_MK,100015552,upFront,100015456,Business Auto,100015466,No Fault,20230824,0.00,50000.00,100000.00,100000.00,0.00,1000.00,20230824,20240824,modification.policy.create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,CAR,8,8,8,Blue,,,,,,,< 50 Miles,8,8,Active,8,Very Good,,,,,,8,"47, abc","47, abc",,,18,8,shekhar.sharma@kmgin.com,,,Individual,Accounting Services,100
Business Auto_MK,100015552,upFront,100015456,Business Auto,100015468,Optional Coverages,20230824,0.00,50000.00,100000.00,100000.00,0.00,1000.00,20230824,20240824,modification.policy.create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,CAR,8,8,8,Blue,,,,,,,< 50 Miles,8,8,Active,8,Very Good,,,,,,8,"47, abc","47, abc",,,18,8,shekhar.sharma@kmgin.com,,,Individual,Accounting Services,100
Business Auto_MK,100015552,upFront,100015456,Business Auto,100015464,Medical Payment,20230824,0.00,50000.00,100000.00,100000.00,0.00,1000.00,20230824,20240824,modification.policy.create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,CAR,8,8,8,Blue,,,,,,,< 50 Miles,8,8,Active,8,Very Good,,,,,,8,"47, abc","47, abc",,,18,8,shekhar.sharma@kmgin.com,,,Individual,Accounting Services,100
Business Auto_MK,100015552,upFront,100015456,Business Auto,100015470,Specified Causes of Loss,20230824,3700.00,50000.00,100000.00,100000.00,0.00,1000.00,20230824,20240824,modification.policy.create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,CAR,8,8,8,Blue,,,,,,,< 50 Miles,8,8,Active,8,Very Good,,,,,,8,"47, abc","47, abc",,,18,8,shekhar.sharma@kmgin.com,,,Individual,Accounting Services,100
Business Auto_MK,100015552,upFront,100015456,Business Auto,100015458,Auto Liability,20230824,1060.50,50000.00,100000.00,100000.00,0.00,1000.00,20230824,20240824,modification.policy.create,,Yes,,,,,,,,,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,8,CAR,8,8,8,Blue,,,,,,,< 50 Miles,8,8,Active,8,Very Good,,,,,,8,"47, abc","47, abc",,,18,8,shekhar.sharma@kmgin.com,,,Individual,Accounting Services,100
Business Auto_MK,100015552,upFront,100015456,Business Auto,100015462,Comprehensive,20230824,0.00,50000.00,100000.00,100000.00,0.00,1000.00,20230824,20240824,modification.policy.create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,CAR,8,8,8,Blue,,,,,,,< 50 Miles,8,8,Active,8,Very Good,,,,,,8,"47, abc","47, abc",,,18,8,shekhar.sharma@kmgin.com,,,Individual,Accounting Services,100
Business Auto_MK,100015552,upFront,100015456,Business Auto,100015472,Uninsured Motorist,20230824,0.00,50000.00,100000.00,100000.00,0.00,1000.00,20230824,20240824,modification.policy.create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,CAR,8,8,8,Blue,,,,,,,< 50 Miles,8,8,Active,8,Very Good,,,,,,8,"47, abc","47, abc",,,18,8,shekhar.sharma@kmgin.com,,,Individual,Accounting Services,100
Business Auto_MK,100021844,upFront,100021872,Business Auto,100021884,Optional Coverages,20230831,0.00,50000.00,100000.00,100000.00,0.00,1000.00,20230831,20230902,modification.policy.cancel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,8,CAR,8,8,8,Blue,,,,,,,< 50 Miles,8,30,Active,8,Very Good,,,,,,dfse,"47, abc","47, abc",,,18,8,shekhar.sharma@kmgin.com,,,Individual,Accounting Services,100
Business Auto_MK,100021844,upFront,100021872,Business Auto,100021886,Specified Causes of Loss,20230831,0.00,50000.00,100000.00,100000.00,0.00,1000.00,20230831,20230902,modification.policy.cancel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,CAR,8,8,8,Blue,,,,,,,< 50 Miles,8,30,Active,8,Very Good,,,,,,dfse,"47, abc","47, abc",,,18,8,shekhar.sharma@kmgin.com,,,Individual,Accounting Services,100
Business Auto_MK,100021844,upFront,100021872,Business Auto,100021880,Medical Payment,20230831,0.29,50000.00,100000.00,100000.00,0.00,1000.00,20230831,20230902,modification.policy.cancel,,,,,,,,,,,,,,,,,,5000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,8,CAR,8,8,8,Blue,,,,,,,< 50 Miles,8,30,Active,8,Very Good,,,,,,dfse,"47, abc","47, abc",,,18,8,shekhar.sharma@kmgin.com,,,Individual,Accounting Services,100
Business Auto_MK,100021844,upFront,100021872,Business Auto,100021878,Comprehensive,20230831,0.00,50000.00,100000.00,100000.00,0.00,1000.00,20230831,20230902,modification.policy.cancel,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,CAR,8,8,8,Blue,,,,,,,< 50 Miles,8,30,Active,8,Very Good,,,,,,dfse,"47, abc","47, abc",,,18,8,shekhar.sharma@kmgin.com,,,Individual,Accounting Services,100
